,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1488,EC2V,51.515333999999996,-0.0935005,Cecconi's,51.513595363755314,-0.09009868732100629,Italian Restaurant
1489,EC2V,51.515333999999996,-0.0935005,Banh Mi Bay,51.512620667737586,-0.09484692689287624,Vietnamese Restaurant
1490,EC2V,51.515333999999996,-0.0935005,Nando’s,51.513775775755576,-0.09567242417815094,Portuguese Restaurant
1491,EC2V,51.515333999999996,-0.0935005,Barbican Highwalk,51.518427051779,-0.09505111975997232,Scenic Lookout
1492,EC2V,51.515333999999996,-0.0935005,Black Sheep Coffee,51.51549437665514,-0.09008280528236012,Coffee Shop
1493,EC2V,51.515333999999996,-0.0935005,Apex London Wall Hotel,51.51592789755909,-0.08765545829484747,Hotel
1494,EC2V,51.515333999999996,-0.0935005,Paternoster Square,51.51457231046296,-0.09922561200435193,Plaza
1495,EC2V,51.515333999999996,-0.0935005,Barbican Concert Hall,51.519632262755046,-0.09366137745382495,Concert Hall
1496,EC2V,51.515333999999996,-0.0935005,Wild & Wood Coffee,51.517279177050824,-0.08828052218493865,Coffee Shop
1497,EC2V,51.515333999999996,-0.0935005,wagamama,51.5119433413685,-0.09319546248287917,Asian Restaurant
1498,EC2V,51.515333999999996,-0.0935005,Kurumaya,51.5131511484745,-0.09419556408151096,Japanese Restaurant
1499,EC2V,51.515333999999996,-0.0935005,Ping Pong,51.5134608608823,-0.0947306917488213,Dim Sum Restaurant
1500,EC2V,51.515333999999996,-0.0935005,The Good Schnit,51.51337262416407,-0.09340074218376469,Sandwich Place
1501,EC2V,51.515333999999996,-0.0935005,Barbican Art Gallery,51.519799557371044,-0.093968703496289,Art Gallery
1502,EC2V,51.515333999999996,-0.0935005,Mingo Argentine Steakhouse City of London,51.512946240035795,-0.09318492463274655,Steakhouse
1503,EC2V,51.515333999999996,-0.0935005,Barbican Theatre,51.51972176714491,-0.09360561617624982,Theater
1504,EC2V,51.515333999999996,-0.0935005,Paul,51.5131804004972,-0.09362648546565658,Bakery
1505,EC2V,51.515333999999996,-0.0935005,itsu,51.51483548230153,-0.09746781031687807,Sushi Restaurant
1506,EC2V,51.515333999999996,-0.0935005,Homeslice,51.512259455633554,-0.09255688720628073,Pizza Place
1507,EC2V,51.515333999999996,-0.0935005,Ye Olde Watling,51.5129316567795,-0.09356248849274855,Pub
1508,EC2V,51.515333999999996,-0.0935005,The Anthologist,51.51501535470732,-0.09101861992803627,Bar
1509,EC2V,51.515333999999996,-0.0935005,Malibu Kitchen,51.513510758666484,-0.09007436447289069,New American Restaurant
1510,EC2V,51.515333999999996,-0.0935005,Pret A Manger,51.51334598183099,-0.09229843560844102,Sandwich Place
1511,EC2V,51.515333999999996,-0.0935005,Ted Baker and Friends,51.51435303861619,-0.09469623423179926,Clothing Store
1512,EC2V,51.515333999999996,-0.0935005,Hop Vietnamese,51.5153553627117,-0.08998790550540499,Vietnamese Restaurant
1513,EC2V,51.515333999999996,-0.0935005,The Cosy Coffee Corner,51.512834,-0.088221,Café
1514,EC2V,51.515333999999996,-0.0935005,Ladurée,51.51332967120695,-0.08750742332519085,Dessert Shop
1515,EC2V,51.515333999999996,-0.0935005,Le Relais de Venise,51.51472701617397,-0.08652679245633464,French Restaurant
1516,EC2V,51.515333999999996,-0.0935005,Paul,51.514129500589036,-0.09930605995842512,Bakery
1517,EC2V,51.515333999999996,-0.0935005,Grind,51.51382357130653,-0.08772569937862149,Coffee Shop
1518,EC2V,51.515333999999996,-0.0935005,Enoteca da Luca,51.51559995090821,-0.09098084918706868,Wine Bar
1519,EC2V,51.515333999999996,-0.0935005,The Royal Exchange,51.513694667814285,-0.08735398816951305,Historic Site
1520,EC2V,51.515333999999996,-0.0935005,Barbican Cinema 1,51.51947039883444,-0.09395936403069709,Indie Movie Theater
1521,EC2V,51.515333999999996,-0.0935005,Mangio,51.51252378066168,-0.09829163765233369,Italian Restaurant
1522,EC2V,51.515333999999996,-0.0935005,Coco di Mama,51.51490268730292,-0.09851240502744758,Italian Restaurant
1523,EC2V,51.515333999999996,-0.0935005,1 Lombard Street,51.513179495111764,-0.08887232794864129,Restaurant
1524,EC2V,51.515333999999996,-0.0935005,Byron,51.513837841792125,-0.09565111763807557,Burger Joint
1525,EC2V,51.515333999999996,-0.0935005,JOE & THE JUICE,51.51297584543987,-0.09295463562011719,Juice Bar
1526,EC2V,51.515333999999996,-0.0935005,The Don,51.51185625283148,-0.0890447957003017,French Restaurant
1527,EC2V,51.515333999999996,-0.0935005,Caravan City,51.51190703456827,-0.09096666041658992,Breakfast Spot
1528,EC2V,51.515333999999996,-0.0935005,Mint Leaf Lounge,51.51493452381513,-0.08746138288923423,Indian Restaurant
1529,EC2V,51.515333999999996,-0.0935005,Topshop,51.51446492996518,-0.09642545964598573,Women's Store
1530,EC2V,51.515333999999996,-0.0935005,London Mithraeum Bloomberg SPACE,51.512241374386456,-0.09047627449035643,History Museum
1531,EC2V,51.515333999999996,-0.0935005,Birley Sandwiches,51.51484992437447,-0.09966142550309183,Sandwich Place
1532,EC2V,51.515333999999996,-0.0935005,The Curve,51.51961341228371,-0.09362104457648,Art Gallery
1533,EC2V,51.515333999999996,-0.0935005,Pret A Manger,51.51201178649509,-0.09758075155563634,Sandwich Place
1534,EC2V,51.515333999999996,-0.0935005,Light Centre Moorgate,51.51737995846681,-0.08806487357483081,Yoga Studio
1535,EC2V,51.515333999999996,-0.0935005,Gourmet Burger Kitchen (St Pauls),51.513268,-0.0994781,Burger Joint
1536,EC2V,51.515333999999996,-0.0935005,Grabthai,51.51271083036569,-0.09262750794432884,Thai Restaurant
1537,EC2V,51.515333999999996,-0.0935005,Artigiano Espresso Bar,51.51437379570683,-0.09863240128360037,Coffee Shop
1538,EC2V,51.515333999999996,-0.0935005,DW Fitness First,51.51177920183269,-0.09713908858322319,Gym / Fitness Center
1539,EC2V,51.515333999999996,-0.0935005,Rush Hair,51.514078260572575,-0.09555013556579646,Salon / Barbershop
1540,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Centre,51.519576937656055,-0.09353417950708054,Performing Arts Venue
1541,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Art Gallery,51.519799557371044,-0.093968703496289,Art Gallery
1542,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Concert Hall,51.519632262755046,-0.09366137745382495,Concert Hall
1543,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Theatre,51.51972176714491,-0.09360561617624982,Theater
1544,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Conservatory,51.51985862219709,-0.093201833945014,Botanical Garden
1545,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Cinemas 2&3,51.52089707951889,-0.09266246141878913,Movie Theater
1546,EC2Y,51.519028000000006,-0.09297000000000001,Museum of London,51.518019,-0.09606,History Museum
1547,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Cinema 1,51.51947039883444,-0.09395936403069709,Indie Movie Theater
1548,EC2Y,51.519028000000006,-0.09297000000000001,Studio Lagree,51.52104623311429,-0.0909532883328667,Gym / Fitness Center
1549,EC2Y,51.519028000000006,-0.09297000000000001,The Curve,51.51961341228371,-0.09362104457648,Art Gallery
1550,EC2Y,51.519028000000006,-0.09297000000000001,Barbican Highwalk,51.518427051779,-0.09505111975997232,Scenic Lookout
1551,EC2Y,51.519028000000006,-0.09297000000000001,The Jugged Hare,51.520945,-0.092302,Gastropub
1552,EC2Y,51.519028000000006,-0.09297000000000001,Virgin Active,51.517951574944,-0.09765118360519409,Gym / Fitness Center
1553,EC2Y,51.519028000000006,-0.09297000000000001,The Montcalm at The Brewery,51.52092377268858,-0.0915709419358748,Hotel
1554,EC2Y,51.519028000000006,-0.09297000000000001,Benugo Cafe,51.52090581156524,-0.09272478250026177,Café
1555,EC2Y,51.519028000000006,-0.09297000000000001,Giddy Up,51.52219052910773,-0.09346951322009339,Coffee Shop
1556,EC2Y,51.519028000000006,-0.09297000000000001,Pham Sushi,51.5195638203108,-0.0904632148412314,Sushi Restaurant
1557,EC2Y,51.519028000000006,-0.09297000000000001,Notes Coffee & Wine,51.51920196046105,-0.08949557823320635,Coffee Shop
1558,EC2Y,51.519028000000006,-0.09297000000000001,Virgin Active,51.5202984,-0.0970355,Gym / Fitness Center
1559,EC2Y,51.519028000000006,-0.09297000000000001,Marks & Spencer,51.51953882011713,-0.08747220039367676,Clothing Store
1560,EC2Y,51.519028000000006,-0.09297000000000001,Hawksmoor Guildhall,51.515647370116184,-0.09099734746424006,Steakhouse
1561,EC2Y,51.519028000000006,-0.09297000000000001,Waitrose & Partners,51.52219785500499,-0.09205541884637114,Supermarket
1562,EC2Y,51.519028000000006,-0.09297000000000001,Lakeside Terrace,51.51948480968239,-0.09402429507516484,Lake
1563,EC2Y,51.519028000000006,-0.09297000000000001,Postman's Park,51.51685979391399,-0.09764256711433734,Park
1564,EC2Y,51.519028000000006,-0.09297000000000001,Wild & Wood Coffee,51.517279177050824,-0.08828052218493865,Coffee Shop
1565,EC2Y,51.519028000000006,-0.09297000000000001,Digme Fitness,51.51824415936594,-0.09074380686786175,Cycle Studio
1566,EC2Y,51.519028000000006,-0.09297000000000001,Dose Espresso,51.51955256686316,-0.09940568990321098,Coffee Shop
1567,EC2Y,51.519028000000006,-0.09297000000000001,Beijummy,51.5228690834846,-0.09278462652032804,Food Stand
1568,EC2Y,51.519028000000006,-0.09297000000000001,Luardos,51.523228281505894,-0.09300395287808055,Food Truck
1569,EC2Y,51.519028000000006,-0.09297000000000001,South Place Hotel,51.51900051055965,-0.08650820507914733,Hotel
1570,EC2Y,51.519028000000006,-0.09297000000000001,Guildhall Art Gallery,51.51555072911845,-0.09200376728625424,Art Gallery
1571,EC2Y,51.519028000000006,-0.09297000000000001,The Old Red Cow,51.51960714725316,-0.09915653866018344,Beer Bar
1572,EC2Y,51.519028000000006,-0.09297000000000001,Whitecross Street Market,51.52348342351405,-0.09317372951900009,Street Food Gathering
1573,EC2Y,51.519028000000006,-0.09297000000000001,City Càphê,51.51474961713268,-0.09154479356888842,Vietnamese Restaurant
1574,EC2Y,51.519028000000006,-0.09297000000000001,Fix Coffee,51.523447021427515,-0.09320732322179616,Coffee Shop
1575,EC2Y,51.519028000000006,-0.09297000000000001,Katsu Wrap,51.5234078674605,-0.09313083964804951,Food Truck
1576,EC2Y,51.519028000000006,-0.09297000000000001,Vecchio Parioli,51.5205719629567,-0.0974517453417303,Italian Restaurant
1577,EC2Y,51.519028000000006,-0.09297000000000001,Manicomio,51.51536891323096,-0.09541400116488372,Italian Restaurant
1578,EC2Y,51.519028000000006,-0.09297000000000001,St Bartholomew the Great (St Bartholomew-the-Great),51.51863075215108,-0.09989039472471607,Church
1579,EC2Y,51.519028000000006,-0.09297000000000001,Light Centre Moorgate,51.51737995846681,-0.08806487357483081,Yoga Studio
1580,EC2Y,51.519028000000006,-0.09297000000000001,Hoxton Beach Falafel,51.52324881247085,-0.09300976163447945,Food Truck
1581,EC2Y,51.519028000000006,-0.09297000000000001,Pham Sushi,51.52343080881136,-0.09314279548812773,Sushi Restaurant
1582,EC2Y,51.519028000000006,-0.09297000000000001,Hotel Chocolat,51.51897808629189,-0.08786592214249173,Chocolate Shop
1583,EC2Y,51.519028000000006,-0.09297000000000001,Coco di Mama,51.517326,-0.088226,Italian Restaurant
1584,EC2Y,51.519028000000006,-0.09297000000000001,Angler Rooftop Restaurant and Terrace,51.51910998709554,-0.08672874544646893,Seafood Restaurant
1585,EC2Y,51.519028000000006,-0.09297000000000001,Blue Cow Yoga,51.51528559031631,-0.08976422627667482,Yoga Studio
1586,EC2Y,51.519028000000006,-0.09297000000000001,the Charterhouse London,51.52085011894743,-0.09930472100613773,Museum
1587,EC2Y,51.519028000000006,-0.09297000000000001,Guildhall Yard,51.515426082727934,-0.0920614571261829,Plaza
1588,EC2Y,51.519028000000006,-0.09297000000000001,Leon,51.51896647830682,-0.08782071312706742,Fast Food Restaurant
1589,EC2Y,51.519028000000006,-0.09297000000000001,The Trading House,51.51506346595909,-0.09142715063542992,Modern European Restaurant
1590,EC2Y,51.519028000000006,-0.09297000000000001,The Turkish Gozleme Company,51.5228077416949,-0.09278980197319958,Turkish Restaurant
1591,EC2Y,51.519028000000006,-0.09297000000000001,Black Sheep Coffee,51.51549437665514,-0.09008280528236012,Coffee Shop
1592,EC2Y,51.519028000000006,-0.09297000000000001,LINO,51.518102,-0.098956,Restaurant
1593,EC2Y,51.519028000000006,-0.09297000000000001,3 South Place,51.51897868782557,-0.08654495767583942,Restaurant
1594,EC3A,51.514256,-0.079842,1Rebel,51.51556902561045,-0.08003982008326857,Gym / Fitness Center
1595,EC3A,51.514256,-0.079842,Swingers - The Crazy Golf Club,51.51420157362574,-0.08038336701107841,Mini Golf
1596,EC3A,51.514256,-0.079842,The Association,51.513732512603596,-0.0791316925995283,Coffee Shop
1597,EC3A,51.514256,-0.079842,Farmer J,51.513605,-0.080783,Salad Place
1598,EC3A,51.514256,-0.079842,KERB Gherkin,51.51480339520803,-0.08064315740733644,Street Food Gathering
1599,EC3A,51.514256,-0.079842,SUSHISAMBA City,51.5161706567293,-0.08114755153656006,Sushi Restaurant
1600,EC3A,51.514256,-0.079842,Duck & Waffle,51.516108085718514,-0.08092590729047038,Cocktail Bar
1601,EC3A,51.514256,-0.079842,The Alchemist,51.51513452901846,-0.07960858854147775,Cocktail Bar
1602,EC3A,51.514256,-0.079842,The Japanese Canteen,51.513775,-0.079079,Japanese Restaurant
1603,EC3A,51.514256,-0.079842,Willis Towers Watson,51.512622052323394,-0.08142683877719897,Office
1604,EC3A,51.514256,-0.079842,HELIX Restaurant,51.514487831810285,-0.08036044975007965,Restaurant
1605,EC3A,51.514256,-0.079842,Walter And Monty,51.514729,-0.079948,Salad Place
1606,EC3A,51.514256,-0.079842,Devonshire Club,51.51612564062604,-0.07777266838681551,Lounge
1607,EC3A,51.514256,-0.079842,City Social,51.51511903438918,-0.08341495048569977,Restaurant
1608,EC3A,51.514256,-0.079842,Planet Organic,51.51682682050462,-0.0786356082195597,Organic Grocery
1609,EC3A,51.514256,-0.079842,Curators Coffee Studio,51.51208477262919,-0.08256764741690477,Coffee Shop
1610,EC3A,51.514256,-0.079842,Leadenhall Market,51.512822651375146,-0.08343618298172234,Market
1611,EC3A,51.514256,-0.079842,Benk + Bo,51.515731,-0.075875,Bakery
1612,EC3A,51.514256,-0.079842,"Dorsett City, London",51.51400750490132,-0.07571515715617497,Hotel
1613,EC3A,51.514256,-0.079842,Assenheims 56,51.51622769896436,-0.08245797628094173,Colombian Restaurant
1614,EC3A,51.514256,-0.079842,Broadleaf,51.515811,-0.083052,Restaurant
1615,EC3A,51.514256,-0.079842,Notes Coffee Roaster & Wine Bar,51.5146434225322,-0.0806714225142771,Coffee Shop
1616,EC3A,51.514256,-0.079842,Tifinbox,51.51634524607388,-0.07719514759508633,Indian Restaurant
1617,EC3A,51.514256,-0.079842,Hotel Indigo,51.5127396,-0.0759204,Hotel
1618,EC3A,51.514256,-0.079842,The Craft Beer Co.,51.513859979805055,-0.07849661112357201,Beer Bar
1619,EC3A,51.514256,-0.079842,Andaz London Liverpool Street,51.517212518524346,-0.08164485014121342,Hotel
1620,EC3A,51.514256,-0.079842,Leon,51.51192630724874,-0.07971828342287393,Fast Food Restaurant
1621,EC3A,51.514256,-0.079842,1n1 Fashion Pizza,51.516037,-0.075865276,Pizza Place
1622,EC3A,51.514256,-0.079842,Taylor St Baristas,51.51743405603491,-0.0800836114658697,Coffee Shop
1623,EC3A,51.514256,-0.079842,Pitt Cue,51.51642215398327,-0.07807236580700622,BBQ Joint
1624,EC3A,51.514256,-0.079842,My Old Place,51.516827249973375,-0.07693207663488379,Szechuan Restaurant
1625,EC3A,51.514256,-0.079842,Bife,51.5157,-0.0754378,Argentinian Restaurant
1626,EC3A,51.514256,-0.079842,Hotel Motel One London-Tower Hill,51.51263523122936,-0.07551347682886426,Hotel
1627,EC3A,51.514256,-0.079842,Discount Suit Company,51.516705,-0.07550586,Cocktail Bar
1628,EC3A,51.514256,-0.079842,Devonshire Square,51.51686663289739,-0.07863534498089295,Plaza
1629,EC3A,51.514256,-0.079842,Virgin Active,51.514444752021404,-0.08530229330062866,Gym / Fitness Center
1630,EC3A,51.514256,-0.079842,Vertigo 42,51.515344033238605,-0.08409513370713459,Champagne Bar
1631,EC3A,51.514256,-0.079842,DoubleTree by Hilton Hotel London - Tower of London,51.51099871345703,-0.07830645679816081,Hotel
1632,EC3A,51.514256,-0.079842,Haz,51.51602223003937,-0.0785640044703027,Middle Eastern Restaurant
1633,EC3A,51.514256,-0.079842,Pizza Union,51.51769924196798,-0.07741630443960977,Pizza Place
1634,EC3A,51.514256,-0.079842,New Street Wine,51.51733492613963,-0.07985713737762218,Wine Shop
1635,EC3A,51.514256,-0.079842,The Ivy,51.516493529502554,-0.08159987555896221,Bistro
1636,EC3A,51.514256,-0.079842,Sky Garden,51.51116817524861,-0.08362511671905822,Scenic Lookout
1637,EC3A,51.514256,-0.079842,Pilpel,51.512276,-0.08406244,Falafel Restaurant
1638,EC3A,51.514256,-0.079842,Omnino,51.51329283951981,-0.07829723507394994,Steakhouse
1639,EC3A,51.514256,-0.079842,Pret A Manger,51.51455003850821,-0.08105936518356953,Sandwich Place
1640,EC3A,51.514256,-0.079842,Piada,51.51469593862313,-0.08482728167491005,Italian Restaurant
1641,EC3A,51.514256,-0.079842,Haz Restaurant,51.515542025051815,-0.08223122072221635,Turkish Restaurant
1642,EC3A,51.514256,-0.079842,La Piazzetta Bistro & Bar,51.515145399148395,-0.07688642801704419,Italian Restaurant
1643,EC3A,51.514256,-0.079842,Taylor St Baristas,51.514879,-0.086117,Coffee Shop
1644,EC3A,51.514256,-0.079842,Suit Supply,51.51236334567604,-0.08300141746440118,Men's Store
1645,EC3A,51.514256,-0.079842,Tossed,51.51585864649892,-0.07973840242713848,Salad Place
1646,EC3A,51.514256,-0.079842,Honest Burgers,51.51808984639396,-0.07793055337741028,Burger Joint
1647,EC3A,51.514256,-0.079842,Kastner & Ovens,51.517913,-0.076465,Café
1648,EC3A,51.514256,-0.079842,Savage Garden,51.510899106412666,-0.07823066248372,Hotel Bar
1649,EC3A,51.514256,-0.079842,Sky Pod Bar,51.5111778892992,-0.08356813105929323,Cocktail Bar
1650,EC3A,51.514256,-0.079842,The Garden at 120,51.51190084288015,-0.08122801780700684,Garden
1651,EC3A,51.514256,-0.079842,The Breakfast Club,51.518386,-0.078784,Breakfast Spot
1652,EC3A,51.514256,-0.079842,Nando's,51.512056076825985,-0.08362253194678179,Portuguese Restaurant
1653,EC3A,51.514256,-0.079842,Burger & Lobster,51.51426052264303,-0.08552446737910804,Seafood Restaurant
1654,EC3A,51.514256,-0.079842,Apex City of London Hotel,51.51052801385366,-0.07909591520594324,Hotel
1655,EC3A,51.514256,-0.079842,Nusa Kitchen,51.514778253617244,-0.08490079984328935,Asian Restaurant
1656,EC3A,51.514256,-0.079842,Ottolenghi,51.51827179652063,-0.07717729864282495,Mediterranean Restaurant
1657,EC3A,51.514256,-0.079842,La Dame de Pic,51.51034483240141,-0.07902694407504281,French Restaurant
1658,EC3A,51.514256,-0.079842,PureGym,51.51447478691898,-0.07717315638621487,Gym / Fitness Center
1659,EC3A,51.514256,-0.079842,1901,51.51743758938789,-0.08188395797904834,Breakfast Spot
1660,EC3A,51.514256,-0.079842,The Mayor of Scaredy Cat Town,51.518523925994096,-0.07888216290448638,Speakeasy
1661,EC3A,51.514256,-0.079842,Fora,51.51493321626645,-0.07815171954768403,Mediterranean Restaurant
1662,EC3A,51.514256,-0.079842,Virgin Active,51.511742,-0.074658,Gym / Fitness Center
1663,EC3A,51.514256,-0.079842,The Counting House,51.51332400279822,-0.08510962050263515,Pub
1664,EC3A,51.514256,-0.079842,The English Wine and Spirits Company,51.516877,-0.080368,Wine Bar
1665,EC3A,51.514256,-0.079842,Gaucho,51.512578229825266,-0.08462893546236137,Argentinian Restaurant
1666,EC3A,51.514256,-0.079842,Birley Sandwiches,51.51641908806811,-0.08349624672736275,Sandwich Place
1667,EC3A,51.514256,-0.079842,The Hummingbird Bakery,51.517817201585736,-0.07684080590807907,Cupcake Shop
1668,EC3A,51.514256,-0.079842,Haz Restaurant,51.51117749691772,-0.08139009792383607,Turkish Restaurant
1669,EC3A,51.514256,-0.079842,BrewDog Tower Hill,51.5099479929403,-0.08097713931763872,Beer Bar
1670,EC3A,51.514256,-0.079842,Four Seasons Hotel at Ten Trinity Square,51.51014018350471,-0.07784685767051867,Hotel
1671,EC3A,51.514256,-0.079842,Mattarello,51.51551833497089,-0.07543409709871418,Italian Restaurant
1672,EC3A,51.514256,-0.079842,Drapers' Hall,51.51500872287517,-0.08622681567011208,Event Space
1673,EC3A,51.514256,-0.079842,TK Maxx,51.51494771798957,-0.08043958214086885,Clothing Store
1674,EC3A,51.514256,-0.079842,Anokha,51.51375482882119,-0.07923020156645716,Indian Restaurant
1675,EC3A,51.514256,-0.079842,Le Relais de Venise,51.51472701617397,-0.08652679245633464,French Restaurant
1676,EC3A,51.514256,-0.079842,Jin Bo Law,51.51398039530764,-0.07636600319311296,Cocktail Bar
1677,EC3A,51.514256,-0.079842,Kobox,51.516844575815355,-0.0853345005044312,Boxing Gym
1678,EC3A,51.514256,-0.079842,Bedales,51.51210048892236,-0.08376242501448604,Wine Bar
1679,EC3A,51.514256,-0.079842,Moshi Moshi,51.518172498400176,-0.08196671712452108,Sushi Restaurant
1680,EC3A,51.514256,-0.079842,Mei Ume,51.510025,-0.07799227,Asian Restaurant
1681,EC3A,51.514256,-0.079842,Pret A Manger,51.51293538399222,-0.08108527877249774,Sandwich Place
1682,EC3A,51.514256,-0.079842,Darwin Brasserie,51.511229566213856,-0.08344765677383478,English Restaurant
1683,EC3A,51.514256,-0.079842,Assenheims 56,51.50989874305696,-0.08092435852906497,South American Restaurant
1684,EC3A,51.514256,-0.079842,Fazenda,51.517012119688594,-0.07614761094633678,Coffee Shop
1685,EC3A,51.514256,-0.079842,Novotel London Tower Bridge,51.51077838443793,-0.0772419964021814,Hotel
1686,EC3A,51.514256,-0.079842,Waterstones,51.51298293791043,-0.08320899208545662,Bookstore
1687,EC3A,51.514256,-0.079842,Nude Espresso,51.51689353282747,-0.07548224175122176,Coffee Shop
1688,EC3A,51.514256,-0.079842,The Bell,51.51580427872236,-0.07577501385116976,Pub
1689,EC3A,51.514256,-0.079842,Kenza,51.51652954409897,-0.07870519785892122,Middle Eastern Restaurant
1690,EC3A,51.514256,-0.079842,OIE Truly Thai,51.511598557085684,-0.08263996432201753,Thai Restaurant
1691,EC3A,51.514256,-0.079842,Blacklock City,51.510837388042226,-0.08417265851818444,Steakhouse
1692,EC3A,51.514256,-0.079842,International Food Court,51.51644816455584,-0.07510814592844166,Food Court
1693,EC3A,51.514256,-0.079842,Bierschenke,51.51719745515478,-0.08511513146191517,German Restaurant
1694,EC3M,51.511857,-0.0825,Sky Garden,51.51116817524861,-0.08362511671905822,Scenic Lookout
1695,EC3M,51.511857,-0.0825,Curators Coffee Studio,51.51208477262919,-0.08256764741690477,Coffee Shop
1696,EC3M,51.511857,-0.0825,The Gallery by Taylor St Baristas,51.510238754949384,-0.0843179755639397,Coffee Shop
1697,EC3M,51.511857,-0.0825,Leadenhall Market,51.512822651375146,-0.08343618298172234,Market
1698,EC3M,51.511857,-0.0825,St Dunstan in the East Garden,51.509715700832444,-0.08235446823136708,Garden
1699,EC3M,51.511857,-0.0825,Farmer J,51.513605,-0.080783,Salad Place
1700,EC3M,51.511857,-0.0825,Sky Pod Bar,51.5111778892992,-0.08356813105929323,Cocktail Bar
1701,EC3M,51.511857,-0.0825,BrewDog Tower Hill,51.5099479929403,-0.08097713931763872,Beer Bar
1702,EC3M,51.511857,-0.0825,Willis Towers Watson,51.512622052323394,-0.08142683877719897,Office
1703,EC3M,51.511857,-0.0825,Blacklock City,51.510837388042226,-0.08417265851818444,Steakhouse
1704,EC3M,51.511857,-0.0825,Pilpel,51.512276,-0.08406244,Falafel Restaurant
1705,EC3M,51.511857,-0.0825,Black Sheep Coffee,51.51075425173421,-0.08389058453912948,Coffee Shop
1706,EC3M,51.511857,-0.0825,Assenheims 56,51.50989874305696,-0.08092435852906497,South American Restaurant
1707,EC3M,51.511857,-0.0825,Swingers - The Crazy Golf Club,51.51420157362574,-0.08038336701107841,Mini Golf
1708,EC3M,51.511857,-0.0825,Cyclebeat,51.511685535395586,-0.08646072222168741,Gym / Fitness Center
1709,EC3M,51.511857,-0.0825,The Association,51.513732512603596,-0.0791316925995283,Coffee Shop
1710,EC3M,51.511857,-0.0825,Darwin Brasserie,51.511229566213856,-0.08344765677383478,English Restaurant
1711,EC3M,51.511857,-0.0825,Gaucho,51.512578229825266,-0.08462893546236137,Argentinian Restaurant
1712,EC3M,51.511857,-0.0825,Leon,51.51192630724874,-0.07971828342287393,Fast Food Restaurant
1713,EC3M,51.511857,-0.0825,Nando's,51.512056076825985,-0.08362253194678179,Portuguese Restaurant
1714,EC3M,51.511857,-0.0825,Third Space City,51.50999167206375,-0.08054392982366235,Gym / Fitness Center
1715,EC3M,51.511857,-0.0825,Apex City of London Hotel,51.51052801385366,-0.07909591520594324,Hotel
1716,EC3M,51.511857,-0.0825,Haz Restaurant,51.51117749691772,-0.08139009792383607,Turkish Restaurant
1717,EC3M,51.511857,-0.0825,La Dame de Pic,51.51034483240141,-0.07902694407504281,French Restaurant
1718,EC3M,51.511857,-0.0825,The Monument,51.510133809451354,-0.08604753792195599,Monument / Landmark
1719,EC3M,51.511857,-0.0825,DoubleTree by Hilton Hotel London - Tower of London,51.51099871345703,-0.07830645679816081,Hotel
1720,EC3M,51.511857,-0.0825,The Counting House,51.51332400279822,-0.08510962050263515,Pub
1721,EC3M,51.511857,-0.0825,Suit Supply,51.51236334567604,-0.08300141746440118,Men's Store
1722,EC3M,51.511857,-0.0825,The Japanese Canteen,51.513775,-0.079079,Japanese Restaurant
1723,EC3M,51.511857,-0.0825,Camino,51.510791096980576,-0.08154045786112492,Tapas Restaurant
1724,EC3M,51.511857,-0.0825,KERB Gherkin,51.51480339520803,-0.08064315740733644,Street Food Gathering
1725,EC3M,51.511857,-0.0825,Virgin Active,51.514444752021404,-0.08530229330062866,Gym / Fitness Center
1726,EC3M,51.511857,-0.0825,DW Fitness First,51.51122103552816,-0.08464456445972522,Gym / Fitness Center
1727,EC3M,51.511857,-0.0825,The New Black,51.511035,-0.084201,Coffee Shop
1728,EC3M,51.511857,-0.0825,HELIX Restaurant,51.514487831810285,-0.08036044975007965,Restaurant
1729,EC3M,51.511857,-0.0825,OIE Truly Thai,51.511598557085684,-0.08263996432201753,Thai Restaurant
1730,EC3M,51.511857,-0.0825,Four Seasons Hotel at Ten Trinity Square,51.51014018350471,-0.07784685767051867,Hotel
1731,EC3M,51.511857,-0.0825,Savage Garden,51.510899106412666,-0.07823066248372,Hotel Bar
1732,EC3M,51.511857,-0.0825,The Garden at 120,51.51190084288015,-0.08122801780700684,Garden
1733,EC3M,51.511857,-0.0825,Jamaica Wine House,51.5129617524506,-0.08553264637732154,Pub
1734,EC3M,51.511857,-0.0825,City Social,51.51511903438918,-0.08341495048569977,Restaurant
1735,EC3M,51.511857,-0.0825,Mei Ume,51.510025,-0.07799227,Asian Restaurant
1736,EC3M,51.511857,-0.0825,Bodean's BBQ,51.50975322713236,-0.07910132257225098,BBQ Joint
1737,EC3M,51.511857,-0.0825,Burger & Lobster,51.51426052264303,-0.08552446737910804,Seafood Restaurant
1738,EC3M,51.511857,-0.0825,Farmer J,51.51054821021485,-0.08675236209173762,Salad Place
1739,EC3M,51.511857,-0.0825,citizenM Tower of London,51.51012257901105,-0.07675118302179071,Hotel
