,Store name,Store URL,Area,Postcode,Phone
251,Roehampton,https://www.waitrose.com//bf_home/bf/736.html,London,SW154LB,0208785205
252,Rohais Guernsey,http://www.waitrose.com/content/waitrose/en/bf_home/bf/333.html,Guernsey,GY11FG,0148172988
253,Romsey,https://www.waitrose.com//content/waitrose/en/bf_home/bf/671.html,Hampshire,SO518AS,0179452361
254,Ruislip,https://www.waitrose.com//content/waitrose/en/bf_home/bf/197.html,Middlesex,HA47DS,0189563154
255,Rushden,https://www.waitrose.com//content/waitrose/en/bf_home/bf/690.html,Northamptonshire,NN106AR,0193335509
256,Rustington,https://www.waitrose.com//content/waitrose/en/bf_home/bf/596.html,WestSussex,BN162NE,0190377877
257,Saffron Walden,https://www.waitrose.com//content/waitrose/en/bf_home/bf/135.html,Essex,CB101EH,0179952572
258,Salisbury,https://www.waitrose.com//content/waitrose/en/bf_home/bf/226.html,Wiltshire,SP27TS,0172232942
259,Saltash,https://www.waitrose.com//content/waitrose/en/bf_home/bf/656.html,Cornwall,PL126LD,0175284906
260,Sandbach,https://www.waitrose.com//content/waitrose/en/bf_home/bf/680.html,Cheshire,CW114BE,0127076677
261,Sanderstead,https://www.waitrose.com//content/waitrose/en/bf_home/bf/677.html,Surrey,CR29LE,0208916075
262,Sandhurst,https://www.waitrose.com//content/waitrose/en/bf_home/bf/799.html,Berkshire,GU470PU,012763882
263,Saxmundham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/483.html,Suffolk,IP171EP,0172860300
264,Sevenoaks,https://www.waitrose.com//content/waitrose/en/bf_home/bf/464.html,Kent,TN131XA,0173245335
265,Sheffield,https://www.waitrose.com//content/waitrose/en/bf_home/bf/695.html,SouthYorkshire,S118HY,0114272202
266,Sherborne,https://www.waitrose.com//bf_home/bf/604.html,Dorset,DT93BA,0193538949
267,Shrewsbury,http://www.waitrose.com/content/waitrose/en/bf_home/bf/525.html,Shrewsbury,SY11DP,0174328922
268,Sidcup,https://www.waitrose.com//bf_home/bf/643.html,Kent,DA146EN,0208309572
269,Sidmouth,https://www.waitrose.com//content/waitrose/en/bf_home/bf/657.html,Devon,EX109GA,0139551941
270,Solihull,https://www.waitrose.com//bf_home/bf/642.html,WestMidlands,B913QG,0121704045
271,South Bank Tower,https://www.waitrose.com//bf_home/bf/703.html,London,SE19LS,0207928067
272,South Harrow,https://www.waitrose.com//content/waitrose/en/bf_home/bf/219.html,Middlesex,HA20EG,0208423195
273,South Woodford,https://www.waitrose.com//content/waitrose/en/bf_home/bf/231.html,London,E182NA,0208989002
274,Southampton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/720.html,Hampshire,SO172FX,0238067989
275,Southampton - John Lewis,https://www.waitrose.com//bf_home/bf/815.html,Hampshire,SO151QA,0238021640
276,Southend-on-Sea,http://www.waitrose.com/content/waitrose/en/bf_home/bf/213.html,Essex,SS24DQ,0170260340
277,Southsea,http://www.waitrose.com/content/waitrose/en/bf_home/bf/170.html,Hampshire,PO52EJ,0239287358
278,St Albans,https://www.waitrose.com//content/waitrose/en/bf_home/bf/166.html,Hertfordshire,AL34JZ,0172783111
279,St Helier Jersey,http://www.waitrose.com/content/waitrose/en/bf_home/bf/334.html,Jersey,JE23GA,0153488820
280,St Ives,https://www.waitrose.com//content/waitrose/en/bf_home/bf/108.html,Cambridgeshire,PE275BW,0148049294
281,St Katharine Docks,https://www.waitrose.com//content/waitrose/en/bf_home/bf/753.html,London,E1W1YY,0207702164
282,St Neots,https://www.waitrose.com//content/waitrose/en/bf_home/bf/185.html,Cambridgeshire,PE192BH,0148047337
283,St Saviour Jersey,http://www.waitrose.com/content/waitrose/en/bf_home/bf/332.html,Jersey,JE27PN,0153428016
284,Stamford,https://www.waitrose.com//content/waitrose/en/bf_home/bf/484.html,Lincolnshire,PE92PR,0178075913
285,Stevenage,https://www.waitrose.com//content/waitrose/en/bf_home/bf/167.html,Hertfordshire,SG13EH,0143835433
286,Stirling,http://www.waitrose.com/content/waitrose/en/bf_home/bf/620.html,STIRLING,FK77GX,0178646402
287,Storrington,https://www.waitrose.com//content/waitrose/en/bf_home/bf/317.html,WestSussex,RH204NQ,0190374121
288,Stourbridge,https://www.waitrose.com//content/waitrose/en/bf_home/bf/155.html,WestMidlands,DY81HJ,0138437820
289,Stratford City,http://www.waitrose.com/content/waitrose/en/bf_home/bf/328.html,London,E201EH,0208534398
290,Stratford-upon-Avon,http://www.waitrose.com/content/waitrose/en/bf_home/bf/708.html,Warwickshire,CV378LU,0178926346
291,Stroud,https://www.waitrose.com//content/waitrose/en/bf_home/bf/210.html,Gloucestershire,GL52AP,0145375706
292,Sudbury,https://www.waitrose.com//content/waitrose/en/bf_home/bf/658.html,Suffolk,CO102SS,0178788037
293,Sunningdale,https://www.waitrose.com//content/waitrose/en/bf_home/bf/190.html,Berkshire,SL50HD,0134487277
294,Surbiton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/232.html,Surrey,KT64QR,0208399402
295,Swaffham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/686.html,Norfolk,PE377HT,0176033630
296,Swindon,https://www.waitrose.com//bf_home/bf/504.html,Swindon,SN17BX,0179387427
297,Teignmouth,https://www.waitrose.com//bf_home/bf/554.html,Devon,TQ148HR,0162677251
298,Temple Fortune,http://www.waitrose.com/content/waitrose/en/bf_home/bf/125.html,London,NW110QS,0208458664
299,Tenterden,http://www.waitrose.com/content/waitrose/en/bf_home/bf/201.html,Kent,TN306BW,0158076516
300,Thame,http://www.waitrose.com/content/waitrose/en/bf_home/bf/206.html,Oxfordshire,OX93ZD,0184426036
301,Thatcham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/659.html,Berkshire,RG193HN,0163586811
302,Tonbridge,https://www.waitrose.com//content/waitrose/en/bf_home/bf/667.html,Kent,TN91RG,0173235896
303,Torquay,https://www.waitrose.com//content/waitrose/en/bf_home/bf/485.html,Devon,TQ13HL,0180332913
304,Towcester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/682.html,Northants,NN126HZ,0132735499
305,Truro,https://www.waitrose.com//bf_home/bf/648.html,Cornwall,TR11RH,0187222586
306,Tubbs Hill,https://www.waitrose.com//bf_home/bf/739.html,Kent,TN131DH,0173246529
307,Twickenham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/660.html,Middlesex,TW13RJ,0208891442
308,Twyford,https://www.waitrose.com//content/waitrose/en/bf_home/bf/238.html,Berkshire,RG109EH,0118934464
309,Uckfield,http://www.waitrose.com/content/waitrose/en/bf_home/bf/506.html,EastSussex,TN221PU,0182576322
310,Upminster,https://www.waitrose.com//content/waitrose/en/bf_home/bf/486.html,Essex,RM143BT,0170822444
311,Uttoxeter,https://www.waitrose.com//bf_home/bf/599.html,Staffordshire,ST148AQ,0188956576
312,Vauxhall,http://www.waitrose.com/content/waitrose/en/bf_home/bf/789.html,London,SW81SJ,0207091089
313,Victoria Street,http://www.waitrose.com/content/waitrose/en/bf_home/bf/783.html,London,SW1E6QP,0207821885
314,Victoria - Bressenden Place,https://www.waitrose.com//bf_home/bf/860.html,London,SW1E5DH,0207834661
315,Walbrook,https://www.waitrose.com//bf_home/bf/573.html,London,EC4N8AF,0207929481
316,Wallingford,http://www.waitrose.com/content/waitrose/en/bf_home/bf/675.html,Oxfordshire,OX100EF,0149183203
317,Walton-le-Dale,http://www.waitrose.com/content/waitrose/en/bf_home/bf/721.html,Lancashire,PR54AW,0177288606
318,Wandsworth,http://www.waitrose.com/content/waitrose/en/bf_home/bf/673.html,London,SW184TG,0208870493
319,Wantage,http://www.waitrose.com/content/waitrose/en/bf_home/bf/153.html,Oxfordshire,OX128BD,0123577231
320,Warminster,http://www.waitrose.com/content/waitrose/en/bf_home/bf/701.html,Wiltshire,BA129BR,0198584844
321,Waterlooville,http://www.waitrose.com/content/waitrose/en/bf_home/bf/239.html,Hampshire,PO77HS,0239223201
322,Watford - John Lewis,https://www.waitrose.com//bf_home/bf/781.html,Hertfordshire,WD172TW,01923287906-5106/5456/588
323,Wellington,http://www.waitrose.com/content/waitrose/en/bf_home/bf/315.html,Somerset,TA218RD,0182366357
324,Wells,http://www.waitrose.com/content/waitrose/en/bf_home/bf/729.html.html,Wells,BA52PJ,0174967257
325,Welwyn Garden City,http://www.waitrose.com/content/waitrose/en/bf_home/bf/204.html,Hertfordshire,AL86AB,0170737340
326,West Byfleet,http://www.waitrose.com/content/waitrose/en/bf_home/bf/189.html,Surrey,KT146NE,0193235102
327,West Ealing,http://www.waitrose.com/content/waitrose/en/bf_home/bf/764.html,London,W130NL,0208579099
328,West Hampstead,https://www.waitrose.com//bf_home/bf/524.html,London,NW61RN,0207794236
329,West Kensington,https://www.waitrose.com//bf_home/bf/587.html,London,W149PP,0203080017
330,Westbury Park,http://www.waitrose.com/content/waitrose/en/bf_home/bf/151.html,Bristol,BS94HN,0117962424
331,Westfield London (White City),https://www.waitrose.com//content/waitrose/en/bf_home/bf/462.html,London,W127GA,0208749120
332,Weston Super Mare,https://www.waitrose.com//content/waitrose/en/bf_home/bf/309.html,Somerset,BS233UZ,0193441680
333,Weybridge,https://www.waitrose.com//content/waitrose/en/bf_home/bf/157.html,Surrey,KT138BL,0193285807
334,Whetstone,https://www.waitrose.com//content/waitrose/en/bf_home/bf/124.html,London,N209HX,0208446032
335,Willerby,https://www.waitrose.com//content/waitrose/en/bf_home/bf/697.html,ERidingYorkshire,HU106EB,0148265526
336,Wilmslow,https://www.waitrose.com//content/waitrose/en/bf_home/bf/711.html,Cheshire,SK91AY,0162553883
337,Wimbledon,http://www.waitrose.com/content/waitrose/en/bf_home/bf/314.html,Wimbledon,SW197JY,0208947961
338,Wimbledon Hill,http://www.waitrose.com/content/waitrose/en/bf_home/bf/528.html,Wimbledon,SW197NS,0208947555
339,Wimborne,https://www.waitrose.com//content/waitrose/en/bf_home/bf/805.html,Dorset,BH211AN,0120284015
340,Winchester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/463.html,Hampshire,SO226EL,0196286854
341,Winchmore Hill,https://www.waitrose.com//bf_home/bf/878.html,London,N212QP,0208360337
342,Windsor,https://www.waitrose.com//content/waitrose/en/bf_home/bf/772.html,Berkshire,SL41TG,0175386056
343,Winton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/161.html,Dorset,BH92AD,0120252220
344,Witney,https://www.waitrose.com//content/waitrose/en/bf_home/bf/142.html,Oxfordshire,OX286AR,0199377841
345,Wokingham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/221.html,Berkshire,RG401BB,0118977169
346,Wollaton,https://www.waitrose.com//bf_home/bf/591.html,Nottingham,NG82DH,0115985505
347,Wolverhampton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/696.html,Wolverhampton,WV24NJ,0190242011
348,Woodley,https://www.waitrose.com//content/waitrose/en/bf_home/bf/180.html,Berkshire,RG53JW,0118969043
349,Wootton,https://www.waitrose.com//bf_home/bf/726.html,Northamptonshire,NN46HP,0160470844
350,Worcester,https://www.waitrose.com//bf_home/bf/700.html,Worcestershire,WR52JG,0190535207
351,Worcester Park,https://www.waitrose.com//content/waitrose/en/bf_home/bf/661.html,Surrey,KT48DX,0208330758
352,Worthing,https://www.waitrose.com//content/waitrose/en/bf_home/bf/689.html,Sussex,BN111LL,0190323022
353,Wymondham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/662.html,Norfolk,NR180SH,0195360777
354,Yateley,https://www.waitrose.com//content/waitrose/en/bf_home/bf/198.html,Hampshire,GU466FR,0125286188
355,York,https://www.waitrose.com//content/waitrose/en/bf_home/bf/311.html,York,YO317UL,0190465356
